股票代码,企业名称,年份,数字化转型指数(0-100分),人工智能词频数,大数据词频数,云计算词频数,区块链词频数,数字技术运用词频数,总词频数
832469,富恒新材,2020,0,0,0,0,0,0,0
832471,美邦科技,2020,0,0,0,0,0,0,0
832491,奥迪威,2020,6,5,3,13,1,12,34
832522,纳科诺尔,2020,0,0,0,0,0,0,0
832651,天罡股份,2020,1,0,0,7,0,0,7
832662,方盛股份,2020,0,0,0,0,0,0,0
832786,骑士乳业,2020,0,0,0,0,0,0,0
832876,慧为智能,2020,0,0,0,1,0,1,2
832978,开特股份,2020,0,0,0,0,0,0,0
833030,立方控股,2020,1,1,7,2,0,1,11
833075,柏星龙,2020,0,0,0,0,0,1,1
833171,国航远洋,2020,0,0,0,0,0,0,0
833230,欧康医药,2020,0,0,0,0,0,1,1
833284,灵鸽科技,2020,1,6,0,0,0,0,6
833394,民士达,2020,0,0,0,0,0,0,0
833429,康比特,2020,0,0,0,1,0,1,2
833455,汇隆活塞,2020,0,0,0,0,0,0,0
833575,康乐卫士,2020,0,0,0,0,0,1,1
833751,惠同新材,2020,0,0,0,0,0,0,0
833781,瑞奇智造,2020,0,0,0,0,0,0,0
833914,远航合金,2020,0,0,0,0,0,1,1
833943,优机股份,2020,0,0,0,0,0,0,0
834014,特瑞斯,2020,0,0,0,0,0,0,0
834033,康普化学,2020,0,0,0,0,0,0,0
834058,华洋赛车,2020,0,0,0,0,0,0,0
834261,一诺威,2020,1,1,2,0,0,1,4
834407,驰诚股份,2020,2,0,5,9,0,4,18
834639,晨光电缆,2020,0,0,0,0,0,1,1
834770,艾能聚,2020,0,0,0,0,0,2,2
834950,迅安科技,2020,0,0,0,0,0,0,0
835207,众诚科技,2020,3,2,21,2,0,0,25
835237,力佳科技,2020,0,0,0,2,0,1,3
835438,戈碧迦,2020,0,0,0,0,0,0,0
835579,机科股份,2020,3,3,0,0,0,18,21
835857,百甲科技,2020,0,0,0,0,0,2,2
835892,中科美菱,2020,0,0,0,0,0,0,0
836208,青矩技术,2020,4,2,13,6,2,2,25
836221,易实精密,2020,0,0,0,0,0,0,0
836247,华密新材,2020,0,0,0,0,0,0,0
836270,天铭科技,2020,0,0,0,0,0,0,0
836395,朗鸿科技,2020,0,0,0,0,0,0,0
836414,欧普泰,2020,0,2,0,0,0,0,2
836419,万德股份,2020,0,0,0,0,0,0,0
836422,润普食品,2020,0,0,0,0,0,0,0
836504,博迅生物,2020,0,0,0,0,0,0,0
836547,无锡晶海,2020,0,0,0,0,0,0,0
836699,海达尔,2020,0,0,0,0,0,0,0
836717,瑞星股份,2020,0,0,0,0,0,0,0
836807,奔朗新材,2020,0,0,0,0,0,0,0
836871,派特尔,2020,0,0,0,0,0,0,0
836942,恒立钻具,2020,0,1,1,0,0,0,2
836957,汉维科技,2020,0,0,0,0,0,0,0
836961,西磁科技,2020,0,0,0,0,0,0,0
837006,晟楠科技,2020,0,0,0,0,0,0,0
837023,芭薇股份,2020,0,0,0,0,0,2,2
837174,宏裕包材,2020,0,0,0,0,0,2,2
837403,康农种业,2020,0,0,0,0,0,0,0
837592,华信永道,2020,7,6,8,9,4,8,35
837663,明阳科技,2020,0,0,0,0,0,0,0
837748,路桥信息,2020,1,0,3,4,0,3,10
838171,邦德股份,2020,0,0,0,0,0,0,0
838227,美登科技,2020,2,0,0,5,0,11,16
838262,太湖雪,2020,1,0,0,0,0,11,11
838402,硅烷科技,2020,0,1,0,0,0,0,1
838670,恒进感应,2020,0,0,0,0,0,0,0
838701,豪声电子,2020,0,2,0,0,0,0,2
838810,春光药装,2020,0,0,0,0,0,0,0
838837,华原股份,2020,0,0,0,0,0,0,0
838971,天马新材,2020,0,0,0,0,0,0,0
839371,欧福蛋业,2020,0,0,0,0,0,0,0
839719,宁新新材,2020,0,0,0,0,0,0,0
839725,惠丰钻石,2020,0,0,0,0,0,0,0
839790,联迪信息,2020,12,6,13,6,10,5,40
839792,东和新材,2020,0,0,0,0,0,0,0
870199,倍益康,2020,0,0,0,0,0,0,0
870357,雅葆轩,2020,0,0,0,0,0,0,0
870508,丰安股份,2020,0,0,0,0,0,0,0
870656,海昇药业,2020,0,0,0,0,0,0,0
870726,鸿智科技,2020,0,0,0,2,0,1,3
870866,绿亨科技,2020,0,0,0,0,0,0,0
870976,视声智能,2020,4,0,0,6,0,28,34
871263,莱赛激光,2020,0,0,0,0,0,1,1
871478,巨能股份,2020,0,0,0,0,0,0,0
871634,新威凌,2020,0,0,0,0,0,0,0
871694,中裕科技,2020,0,0,0,0,0,0,0
871753,天纺标,2020,0,0,1,0,0,0,1
872190,雷神科技,2020,1,0,1,3,0,2,6
872351,华光源海,2020,0,0,0,0,0,0,0
872374,云里物里,2020,3,0,0,20,0,2,22
872392,佳合科技,2020,1,0,0,0,0,5,5
872541,铁大科技,2020,0,0,0,0,0,0,0
872808,曙光数创,2020,1,0,0,5,0,0,5
872895,花溪科技,2020,0,0,0,0,0,0,0
872953,国子软件,2020,0,0,1,0,0,1,2
873001,纬达光电,2020,0,0,0,0,0,0,0
873122,中纺标,2020,0,0,0,0,0,0,0
873132,泰鹏智能,2020,2,0,0,0,0,14,14
873152,天宏锂电,2020,0,0,0,0,0,0,0
873167,新赣江,2020,0,1,0,0,0,0,1
873305,九菱科技,2020,0,0,0,0,0,0,0
873339,恒太照明,2020,0,0,0,0,0,0,0
873527,夜光明,2020,0,0,0,0,0,3,3
873570,坤博精工,2020,0,0,0,0,0,0,0
873576,天力复合,2020,0,0,0,0,0,0,0
900929,锦旅B股,2020,1,0,1,0,0,6,7
900939,汇丽B,2020,0,0,0,0,0,1,1
900948,伊泰B股,2020,0,0,0,0,0,0,0
900953,凯马B,2020,0,0,0,0,0,0,0
900957,凌云B股,2020,0,0,0,0,0,0,0
000001,平安银行,2021,0,0,0,0,0,0,0
000002,万科A,2021,0,0,0,0,0,0,0
000004,ST国华,2021,10,7,22,15,1,26,71
000005,ST星源,2021,0,0,0,0,0,0,0
000006,深振业A,2021,0,0,0,0,0,0,0
000007,＊ST全新,2021,0,0,0,0,0,1,1
000008,神州高铁,2021,1,2,5,1,0,1,9
000009,中国宝安,2021,0,0,0,0,0,0,0
000010,美丽生态,2021,0,0,0,0,0,0,0
000011,深物业A,2021,0,0,1,1,0,0,2
000012,南玻A,2021,1,0,0,0,0,8,8
000014,沙河股份,2021,0,1,0,0,0,1,2
000016,深康佳A,2021,0,0,0,0,0,0,0
000017,深中华A,2021,0,0,0,0,0,0,0
000019,深粮控股,2021,4,1,3,5,0,21,30
000020,深华发A,2021,0,1,0,0,0,0,1
000021,深科技,2021,0,0,0,0,0,0,0
000023,深天地A,2021,0,0,0,0,0,0,0
000025,特力A,2021,0,0,0,0,0,1,1
000026,飞亚达,2021,1,0,0,0,0,6,6
000027,深圳能源,2021,0,0,0,0,0,0,0
000028,国药一致,2021,0,0,0,0,0,0,0
000029,深深房A,2021,0,0,0,0,0,0,0
000030,富奥股份,2021,2,6,5,3,0,0,14
000031,大悦城,2021,0,0,0,0,0,0,0
000032,深桑达A,2021,0,0,0,0,0,0,0
000034,神州数码,2021,0,0,0,0,0,0,0
000035,中国天楹,2021,0,0,0,0,0,0,0
000036,华联控股,2021,0,0,0,0,0,0,0
000037,深南电A,2021,0,0,0,0,0,0,0
000038,深大通,2021,14,1,0,1,18,2,22
000039,中集集团,2021,0,0,0,0,0,0,0
000040,东旭蓝天,2021,0,0,0,0,0,0,0
000042,中洲控股,2021,0,0,0,0,0,0,0
000045,深纺织A,2021,0,0,0,0,0,0,0
000046,泛海控股,2021,0,0,0,0,0,0,0
000048,京基智农,2021,0,0,0,0,0,1,1
000049,德赛电池,2021,4,3,3,9,0,10,25
000050,深天马A,2021,0,0,0,0,0,0,0
000055,方大集团,2021,0,0,1,2,0,0,3
000056,皇庭国际,2021,0,0,1,0,0,1,2
000058,深赛格,2021,0,0,0,0,0,0,0
000059,华锦股份,2021,0,0,0,0,0,0,0
000060,中金岭南,2021,0,0,0,0,0,0,0
000061,农产品,2021,0,0,0,0,0,0,0
000062,深圳华强,2021,0,0,0,0,0,0,0
000063,中兴通讯,2021,0,0,0,0,0,0,0
000065,北方国际,2021,0,0,0,0,0,0,0
000066,中国长城,2021,0,0,0,0,0,0,0
000068,华控赛格,2021,1,1,1,2,0,0,4
000069,华侨城A,2021,0,0,0,0,0,0,0
000070,特发信息,2021,0,0,0,0,0,0,0
000078,海王生物,2021,0,0,0,0,0,0,0
000088,盐田港,2021,0,0,0,1,0,2,3
000089,深圳机场,2021,0,0,0,0,0,0,0
000090,天健集团,2021,1,0,1,0,1,0,2
000096,广聚能源,2021,2,2,1,2,1,0,6
000099,中信海直,2021,0,0,0,0,0,4,4
000100,TCL科技,2021,1,3,1,1,0,3,8
000150,＊ST宜康,2021,0,0,1,0,0,3,4
000151,中成股份,2021,0,0,0,0,0,0,0
000153,丰原药业,2021,0,0,0,0,0,1,1
000155,川能动力,2021,0,0,0,0,0,0,0
000156,华数传媒,2021,5,1,7,23,0,5,36
000157,中联重科,2021,0,0,0,0,0,0,0
000158,常山北明,2021,0,0,0,0,0,0,0
000159,国际实业,2021,0,0,0,0,0,1,1
000166,申万宏源,2021,0,0,0,0,0,0,0
000301,东方盛虹,2021,0,0,0,0,0,0,0
000333,美的集团,2021,0,0,0,0,0,0,0
000338,潍柴动力,2021,0,0,0,0,0,0,0
000400,许继电气,2021,2,2,2,8,0,4,16
000401,冀东水泥,2021,0,0,0,0,0,0,0
000402,金融街,2021,0,0,0,0,0,0,0
000403,派林生物,2021,0,0,0,0,0,0,0
000404,长虹华意,2021,1,3,0,0,0,2,5
000407,胜利股份,2021,0,0,0,0,0,0,0
000408,藏格矿业,2021,0,0,0,0,0,0,0
000409,云鼎科技,2021,3,3,8,7,0,4,22
000410,ST沈机,2021,0,0,0,0,0,0,0
000411,英特集团,2021,0,0,0,0,0,0,0
000413,东旭光电,2021,0,0,0,0,0,0,0
000415,渤海租赁,2021,0,0,0,0,0,0,0
000416,民生控股,2021,0,0,1,0,0,0,1
000417,合肥百货,2021,0,0,1,0,0,2,3
000419,通程控股,2021,0,0,0,0,0,4,4
000420,吉林化纤,2021,0,0,0,0,0,1,1
000421,南京公用,2021,1,2,2,0,0,1,5
000422,湖北宜化,2021,0,0,0,0,0,0,0
000423,东阿阿胶,2021,2,1,1,1,0,11,14
000425,徐工机械,2021,0,0,0,0,0,0,0
000426,兴业矿业,2021,0,0,0,0,0,0,0
000428,华天酒店,2021,0,0,0,0,0,1,1
000429,粤高速A,2021,1,0,8,0,0,2,10
000430,张家界,2021,0,0,0,0,0,0,0
000488,晨鸣纸业,2021,0,0,0,0,0,0,0
000498,山东路桥,2021,0,0,0,0,0,0,0
000501,鄂武商A,2021,0,0,0,0,0,3,3
000502,＊ST绿景,2021,1,1,5,1,0,0,7
000503,国新健康,2021,6,7,27,0,0,18,52
000504,南华生物,2021,1,1,0,2,0,2,5
000505,京粮控股,2021,1,0,0,0,0,5,5
000506,中润资源,2021,0,0,0,1,0,0,1
000507,珠海港,2021,0,0,0,0,0,0,0
000509,＊ST华塑,2021,0,0,0,0,0,1,1
000510,新金路,2021,0,0,0,1,0,0,1
000513,丽珠集团,2021,0,0,0,0,0,0,0
000514,渝开发,2021,0,0,0,0,0,0,0
000516,国际医学,2021,1,3,0,0,0,7,10
000517,荣安地产,2021,0,0,0,0,0,0,0
000518,四环生物,2021,0,0,0,0,0,0,0
000519,中兵红箭,2021,0,0,0,0,0,0,0
000520,长航凤凰,2021,0,0,0,0,0,1,1
000521,长虹美菱,2021,0,0,0,0,0,0,0
000523,＊ST浪奇,2021,0,0,0,0,0,0,0
000524,岭南控股,2021,0,0,0,0,0,0,0
000525,ST红太阳,2021,0,0,0,0,0,0,0
000526,学大教育,2021,0,0,0,0,0,0,0
000528,柳工,2021,0,0,0,0,0,0,0
000529,广弘控股,2021,0,0,0,0,0,0,0
000530,冰山冷热,2021,0,0,0,0,0,1,1
000531,穗恒运A,2021,0,0,0,1,0,0,1
000532,华金资本,2021,0,0,0,0,0,0,0
000533,顺钠股份,2021,0,0,0,0,0,2,2
000534,万泽股份,2021,0,0,0,0,0,0,0
000536,华映科技,2021,5,1,8,16,1,8,34
000537,广宇发展,2021,0,0,0,0,0,0,0
000538,云南白药,2021,0,0,0,0,0,0,0
000539,粤电力A,2021,0,0,0,0,0,0,0
000540,中天金融,2021,0,0,0,0,0,0,0
000541,佛山照明,2021,0,0,0,0,0,0,0
000543,皖能电力,2021,0,2,0,0,0,0,2
000544,中原环保,2021,0,0,0,1,0,0,1
000545,金浦钛业,2021,0,0,0,2,0,0,2
000546,金圆股份,2021,0,0,0,0,0,0,0
000547,航天发展,2021,0,0,0,0,0,0,0
000548,湖南投资,2021,0,0,0,0,0,0,0
000550,江铃汽车,2021,1,3,1,0,0,0,4
000551,创元科技,2021,0,0,0,0,0,0,0
000552,靖远煤电,2021,0,0,0,0,0,0,0
000553,安道麦A,2021,0,0,0,0,0,0,0
000554,泰山石油,2021,1,0,7,0,0,1,8
000555,神州信息,2021,0,0,0,0,0,0,0
000557,西部创业,2021,0,1,0,0,0,0,1
000558,莱茵体育,2021,0,0,0,0,0,0,0
000559,万向钱潮,2021,2,0,0,1,3,0,4
000560,我爱我家,2021,0,0,0,0,0,0,0
000561,烽火电子,2021,0,0,0,1,0,1,2
000563,陕国投A,2021,0,0,0,0,0,2,2
000564,＊ST大集,2021,0,0,0,0,0,0,0
000565,渝三峡A,2021,0,0,0,0,0,0,0
000566,海南海药,2021,0,0,0,0,0,0,0
000567,海德股份,2021,0,0,0,0,0,0,0
000568,泸州老窖,2021,2,0,2,0,0,15,17
000570,苏常柴A,2021,0,1,2,0,0,0,3
000571,ST大洲,2021,0,0,0,0,0,0,0
000572,海马汽车,2021,1,2,0,0,0,3,5
000573,粤宏远A,2021,0,0,0,0,0,0,0
000576,甘化科工,2021,0,0,0,0,0,0,0
000581,威孚高科,2021,1,2,0,1,0,2,5
000582,北部湾港,2021,0,0,0,0,0,0,0
000584,ST工智,2021,0,0,0,0,0,0,0
000585,＊ST东电,2021,0,0,0,0,0,3,3
000586,汇源通信,2021,0,0,0,0,0,0,0
000587,＊ST金洲,2021,0,0,0,0,0,3,3
000589,贵州轮胎,2021,0,0,2,0,0,0,2
000590,启迪药业,2021,0,0,0,0,0,4,4
000591,太阳能,2021,0,0,0,0,0,0,0
000592,平潭发展,2021,0,0,0,0,0,0,0
000593,德龙汇能,2021,0,0,0,0,0,1,1
000595,宝塔实业,2021,0,0,0,0,0,0,0
000596,古井贡酒,2021,1,0,1,1,0,7,9
000597,东北制药,2021,0,0,0,0,0,0,0
000598,兴蓉环境,2021,0,0,0,0,0,0,0
000599,青岛双星,2021,1,1,1,2,0,0,4
000600,建投能源,2021,0,0,0,0,0,0,0
000601,韶能股份,2021,0,0,0,0,0,0,0
000603,盛达资源,2021,0,0,0,0,0,0,0
000605,渤海股份,2021,0,0,0,0,0,0,0
000606,ST顺利,2021,2,0,0,0,2,0,2
000607,华媒控股,2021,0,0,0,0,0,0,0
000608,阳光股份,2021,0,0,0,0,0,1,1
000609,＊ST中迪,2021,0,0,0,0,0,0,0
000610,西安旅游,2021,0,0,1,0,0,2,3
000611,＊ST天首,2021,0,0,0,0,0,0,0
000612,焦作万方,2021,0,0,0,0,0,0,0
000613,＊ST东海A,2021,0,0,0,2,0,1,3
000615,奥园美谷,2021,0,0,0,0,0,0,0
000616,ST海投,2021,0,0,0,0,0,0,0
000617,中油资本,2021,0,0,0,0,0,0,0
000619,海螺型材,2021,0,0,0,0,0,0,0
000620,新华联,2021,0,0,0,0,0,1,1
000622,恒立实业,2021,0,0,0,0,0,0,0
000623,吉林敖东,2021,0,0,0,0,0,0,0
000625,长安汽车,2021,0,0,0,0,0,0,0
000626,远大控股,2021,1,0,0,0,0,8,8
000627,天茂集团,2021,0,0,0,0,0,3,3
000628,高新发展,2021,0,0,0,0,0,0,0
000629,攀钢钒钛,2021,2,0,0,1,0,12,13
000630,铜陵有色,2021,0,0,0,0,0,0,0
000631,顺发恒业,2021,0,0,0,0,0,0,0
000632,三木集团,2021,1,0,1,2,0,1,4
000633,合金投资,2021,0,0,0,0,0,0,0
000635,英力特,2021,0,0,0,0,0,0,0
000636,风华高科,2021,1,0,0,2,0,2,4
000637,茂化实华,2021,0,0,0,0,0,0,0
000638,万方发展,2021,0,0,1,2,0,0,3
000639,西王食品,2021,0,1,1,0,0,0,2
000650,仁和药业,2021,6,0,0,1,0,52,53
000651,格力电器,2021,0,0,0,0,0,0,0
000652,泰达股份,2021,0,0,0,0,0,0,0
000655,金岭矿业,2021,0,1,1,1,0,0,3
000656,金科股份,2021,0,0,0,0,0,0,0
000657,中钨高新,2021,0,0,0,0,0,0,0
000659,珠海中富,2021,0,0,0,0,0,0,0
000661,长春高新,2021,0,0,0,0,0,0,0
000663,永安林业,2021,0,0,1,1,0,2,4
000665,湖北广电,2021,7,1,26,16,1,4,48
000666,经纬纺机,2021,1,2,1,0,0,2,5
000667,美好置业,2021,0,0,0,0,0,0,0
000668,荣丰控股,2021,0,0,0,0,0,0,0
000669,ST金鸿,2021,0,0,2,0,0,0,2
000670,＊ST盈方,2021,2,2,1,6,0,3,12
000671,阳光城,2021,0,0,0,0,0,0,0
000672,上峰水泥,2021,0,0,0,0,0,0,0
000673,＊ST当代,2021,0,0,0,0,0,0,0
000676,智度股份,2021,0,0,0,0,0,0,0
000677,恒天海龙,2021,0,0,0,0,0,0,0
000678,襄阳轴承,2021,0,0,0,0,0,0,0
000679,大连友谊,2021,0,0,0,0,0,0,0
000680,山推股份,2021,0,0,3,1,0,0,4
000681,视觉中国,2021,57,4,4,3,72,9,92
000682,东方电子,2021,6,6,13,18,0,2,39
000683,远兴能源,2021,0,0,0,0,0,0,0
000685,中山公用,2021,0,0,0,0,0,0,0
000686,东北证券,2021,0,0,0,0,0,0,0
000687,＊ST华讯,2021,0,0,0,0,0,0,0
000688,国城矿业,2021,0,0,0,0,0,1,1
000690,宝新能源,2021,1,0,0,2,0,3,5
000691,亚太实业,2021,0,0,0,0,0,0,0
000692,惠天热电,2021,0,0,0,0,0,0,0
000695,滨海能源,2021,1,0,0,0,1,0,1
000697,炼石航空,2021,0,0,0,0,0,0,0
000698,沈阳化工,2021,0,0,0,0,0,0,0
000700,模塑科技,2021,1,2,0,0,0,1,3
000701,厦门信达,2021,0,0,0,0,0,0,0
000702,正虹科技,2021,0,0,0,0,0,0,0
000703,恒逸石化,2021,0,0,0,0,0,0,0
000705,浙江震元,2021,1,1,2,0,0,3,6
000707,＊ST双环,2021,0,0,0,0,0,0,0
000708,中信特钢,2021,0,0,0,0,0,0,0
000709,河钢股份,2021,1,0,0,0,1,1,2
000710,贝瑞基因,2021,3,4,18,1,0,0,23
000711,＊ST京蓝,2021,0,0,0,0,0,0,0
000712,锦龙股份,2021,0,0,0,0,0,0,0
000713,丰乐种业,2021,0,0,0,0,0,0,0
000715,中兴商业,2021,0,0,1,0,0,1,2
000716,黑芝麻,2021,3,0,0,0,0,24,24
000717,韶钢松山,2021,1,0,4,1,0,3,8
000718,苏宁环球,2021,0,0,0,0,0,3,3
000719,中原传媒,2021,6,3,22,2,2,11,40
000720,新能泰山,2021,3,0,4,4,1,11,20
000721,西安饮食,2021,1,1,4,0,0,0,5
000722,湖南发展,2021,0,0,0,0,0,0,0
000723,美锦能源,2021,0,0,0,0,0,0,0
000725,京东方A,2021,0,0,0,0,0,0,0
000726,鲁泰A,2021,0,0,0,0,0,1,1
000727,冠捷科技,2021,0,0,0,0,0,0,0
000728,国元证券,2021,0,0,0,0,0,0,0
000729,燕京啤酒,2021,0,0,0,0,0,2,2
000731,四川美丰,2021,0,0,3,0,0,0,3
000732,ST泰禾,2021,0,0,0,0,0,0,0
000733,振华科技,2021,0,0,0,3,0,0,3
000735,罗牛山,2021,0,0,0,0,0,1,1
000736,中交地产,2021,0,0,0,0,0,0,0
000737,北方铜业,2021,0,0,0,0,0,0,0
000738,航发控制,2021,0,0,0,0,0,0,0
000739,普洛药业,2021,1,1,4,0,0,0,5
000750,国海证券,2021,0,0,0,2,0,0,2
000751,锌业股份,2021,0,0,0,0,0,0,0
000752,＊ST西发,2021,1,4,0,1,0,2,7
000753,漳州发展,2021,0,0,0,0,0,0,0
000755,山西路桥,2021,0,0,0,0,0,0,0
000756,新华制药,2021,0,0,4,0,0,0,4
000757,浩物股份,2021,0,0,0,0,0,0,0
000758,中色股份,2021,0,0,0,2,0,0,2
000759,中百集团,2021,1,0,0,0,0,7,7
000761,本钢板材,2021,0,1,1,0,0,0,2
000762,西藏矿业,2021,0,0,0,0,0,0,0
000766,通化金马,2021,0,0,0,0,0,0,0
000767,晋控电力,2021,0,0,0,0,0,0,0
000768,中航西飞,2021,0,0,0,0,0,0,0
000776,广发证券,2021,0,0,0,0,0,0,0
000777,中核科技,2021,0,0,1,0,0,0,1
000778,新兴铸管,2021,0,0,0,0,0,0,0
000779,甘咨询,2021,0,0,3,0,0,0,3
000782,美达股份,2021,0,0,0,0,0,0,0
000783,长江证券,2021,0,0,0,0,0,0,0
000785,居然之家,2021,0,0,0,0,0,0,0
000786,北新建材,2021,0,0,0,0,0,0,0
000788,北大医药,2021,0,0,0,0,0,1,1
000789,万年青,2021,1,2,2,0,0,0,4
000790,华神科技,2021,0,0,0,1,0,0,1
000791,甘肃电投,2021,0,0,4,0,0,0,4
000792,盐湖股份,2021,1,0,2,2,0,0,4
000793,华闻集团,2021,0,0,0,0,0,0,0
000795,英洛华,2021,1,1,0,1,0,5,7
000796,ST凯撒,2021,0,0,0,0,0,0,0
000797,中国武夷,2021,0,0,0,0,0,0,0
000798,中水渔业,2021,0,0,0,0,0,2,2
000799,酒鬼酒,2021,0,0,0,0,0,0,0
000800,一汽解放,2021,0,1,0,1,0,0,2
000801,四川九洲,2021,0,0,0,0,0,0,0
000802,ST北文,2021,0,0,3,0,0,0,3
000803,北清环能,2021,3,2,1,13,0,0,16
000806,ST银河,2021,0,0,0,0,0,0,0
000807,云铝股份,2021,0,0,0,0,0,0,0
000809,铁岭新城,2021,0,0,0,0,0,0,0
000810,创维数字,2021,0,0,0,0,0,0,0
000811,冰轮环境,2021,0,0,0,0,0,0,0
000812,陕西金叶,2021,0,0,0,0,0,0,0
000813,德展健康,2021,0,2,0,0,0,0,2
000815,美利云,2021,3,4,6,7,0,1,18
000816,智慧农业,2021,23,0,2,2,0,193,197
000818,航锦科技,2021,1,1,1,3,0,1,6
000819,岳阳兴长,2021,0,0,0,0,0,0,0
000820,＊ST节能,2021,0,0,0,0,0,0,0
000821,京山轻机,2021,0,0,0,0,0,0,0
000822,山东海化,2021,0,0,0,0,0,0,0
000823,超声电子,2021,6,5,6,7,2,11,31
000825,太钢不锈,2021,0,0,0,0,0,0,0
000826,启迪环境,2021,0,0,0,0,0,0,0
000828,东莞控股,2021,0,0,3,0,0,0,3
000829,天音控股,2021,0,0,0,0,0,0,0
000830,鲁西化工,2021,0,0,2,0,0,0,2
000831,五矿稀土,2021,0,0,0,0,0,0,0
000833,粤桂股份,2021,0,0,0,0,0,1,1
000835,＊ST长动,2021,0,0,0,0,0,0,0
000836,富通信息,2021,0,0,0,2,0,1,3
000837,秦川机床,2021,0,0,0,0,0,0,0
000838,财信发展,2021,0,0,0,0,0,0,0
000839,中信国安,2021,3,6,7,3,0,6,22
000848,承德露露,2021,0,0,1,0,0,0,1
000850,华茂股份,2021,0,0,0,0,0,0,0
000851,高鸿股份,2021,0,0,0,0,0,0,0
000852,石化机械,2021,0,0,0,2,0,0,2
000856,冀东装备,2021,0,0,0,1,0,0,1
000858,五粮液,2021,1,0,1,0,0,8,9
000859,国风新材,2021,0,0,0,0,0,0,0
000860,顺鑫农业,2021,0,0,0,0,0,1,1
000861,海印股份,2021,0,0,1,1,0,0,2
000862,银星能源,2021,0,0,0,0,0,4,4
000863,三湘印象,2021,0,0,2,1,0,1,4
000868,安凯客车,2021,0,2,0,0,0,0,2
000869,张裕A,2021,0,0,0,0,0,1,1
000875,吉电股份,2021,0,0,0,0,0,0,0
000876,新希望,2021,0,0,0,0,0,0,0
000877,天山股份,2021,0,0,0,0,0,0,0
000878,云南铜业,2021,0,0,0,0,0,0,0
000880,潍柴重机,2021,0,0,0,0,0,0,0
000881,中广核技,2021,0,0,0,0,0,0,0
000882,华联股份,2021,0,0,2,0,0,0,2
000883,湖北能源,2021,0,0,0,0,0,0,0
000885,城发环境,2021,0,0,0,0,0,0,0
000886,海南高速,2021,0,0,0,0,0,0,0
000887,中鼎股份,2021,0,0,0,0,0,0,0
000888,峨眉山A,2021,3,0,19,2,0,11,32
000889,中嘉博创,2021,12,11,13,8,7,18,57
000890,法尔胜,2021,0,0,1,0,0,0,1
000892,欢瑞世纪,2021,0,0,0,0,0,0,0
000893,亚钾国际,2021,0,0,0,0,0,0,0
000895,双汇发展,2021,0,0,0,0,0,0,0
000897,津滨发展,2021,0,0,0,0,0,0,0
000898,鞍钢股份,2021,1,1,1,1,0,7,10
000899,赣能股份,2021,0,0,2,0,0,2,4
000900,现代投资,2021,0,0,0,0,0,0,0
000901,航天科技,2021,0,0,0,0,0,0,0
000902,新洋丰,2021,0,0,0,0,0,0,0
000903,云内动力,2021,0,0,0,0,0,0,0
000905,厦门港务,2021,0,0,0,0,0,0,0
000906,浙商中拓,2021,0,0,0,0,0,0,0
000908,景峰医药,2021,0,0,0,0,0,0,0
000909,ST数源,2021,0,0,0,0,0,0,0
000910,大亚圣象,2021,0,0,1,0,0,2,3
000911,南宁糖业,2021,1,0,4,0,0,9,13
000912,泸天化,2021,0,0,0,0,0,3,3
000913,钱江摩托,2021,0,0,0,1,0,1,2
000915,华特达因,2021,0,0,0,0,0,0,0
000917,电广传媒,2021,0,0,0,0,0,3,3
000918,嘉凯城,2021,0,0,0,0,0,0,0
000919,金陵药业,2021,0,0,0,0,0,0,0
000920,沃顿科技,2021,0,0,1,0,0,0,1
000921,海信家电,2021,1,1,0,2,0,0,3
000922,佳电股份,2021,0,0,1,0,0,0,1
000923,河钢资源,2021,0,0,0,0,0,0,0
000925,众合科技,2021,0,0,0,0,0,0,0
000926,福星股份,2021,0,0,0,0,0,1,1
000927,中国铁物,2021,0,0,0,0,0,0,0
000928,中钢国际,2021,0,0,0,0,0,0,0
000929,兰州黄河,2021,0,0,0,0,0,1,1
000930,中粮科技,2021,0,0,0,0,0,0,0
000931,中关村,2021,0,0,0,0,0,0,0
000932,华菱钢铁,2021,2,2,0,0,0,9,11
000933,神火股份,2021,0,0,0,0,0,0,0
000935,四川双马,2021,0,0,0,0,0,0,0
000936,华西股份,2021,1,0,0,1,0,4,5
000937,冀中能源,2021,0,0,0,0,0,0,0
000938,紫光股份,2021,0,0,0,0,0,0,0
000948,南天信息,2021,34,12,26,15,26,60,139
000949,新乡化纤,2021,0,0,0,0,0,0,0
000950,重药控股,2021,0,0,0,0,0,0,0
000951,中国重汽,2021,0,0,0,0,0,1,1
000952,广济药业,2021,0,0,0,0,0,0,0
000953,河化股份,2021,0,0,1,0,0,0,1
000955,欣龙控股,2021,1,0,0,0,0,5,5
000957,中通客车,2021,1,2,0,0,0,1,3
000958,东方能源,2021,0,0,0,0,0,0,0
000959,首钢股份,2021,0,0,0,0,0,0,0
000960,锡业股份,2021,0,0,0,0,0,0,0
000961,中南建设,2021,0,0,0,0,0,0,0
000962,东方钽业,2021,0,0,0,0,0,1,1
000963,华东医药,2021,0,0,0,0,0,0,0
000965,天保基建,2021,0,0,0,0,0,0,0
000966,长源电力,2021,0,0,0,0,0,0,0
000967,盈峰环境,2021,0,0,0,0,0,0,0
000968,蓝焰控股,2021,0,0,0,0,0,0,0
000969,安泰科技,2021,0,0,1,1,0,0,2
